CODIGO;URL;HTTP;FICHA_JERARQUIA_TXT;FICHA_JERARQUIA_NUM;FICHA_ALTITUD_M;FICHA_TOPONIMIA;INGRESO_TIPO;INGRESO_OBS;TARIFA_SOLES;EPOCA_PROPICIA;EPOCA_ESPECIFICACION;HORA_VISITA;N_ACTIVIDADES;ACTIVIDADES;N_TRAMOS;ACCESO_KM;ACCESO_MIN;ACCESO_MEDIOS;ACCESO_VIAS;VISITANTES_NAC;VISITANTES_EXT;VISITANTES_LOC;VISITANTES_ANIO;N_SERV_ALOJAMIENTO;N_SERV_ALIMENTACION;TABLAS_RECONOCIDAS
11814;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11814;200;1;1;4008;"Del quechua ""Pitu"": enredado, desordenado ; Marka: Pueblo";Semi-restringido(previo permiso);Previa coordinación con el Sr. Julio Leónidas Enríquez Garrido, cel: 946684322. La C. C. de Ccochahuma, tiene una Asociación de Turismo, que  asiste y orienta al visitante.;;Todo el Año;--;"06:00 a.m.
                                -
                                05:00 p.m. --";9;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de aves | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);6;322.5;125;A pie | Camioneta doble tracción | Combi | Mini bus público;Afirmado | Asfaltado | Sendero | Trocha carrozable;;;;;1;5;accesos|actividades|cabecera|epoca|ingreso|servicios
11825;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11825;200;2;2;4320;;Libre;Se recomienda ir en compañía de un guía,  por la naturaleza del recurso, que se encuentra en cuevas, quebradas y rocas.;;Todo el Año;--;"06:00 a.m.
                                -
                                04:00 p.m. --";10;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Deportes / Aventura>Escalada en roca;6;297.2;70;A pie | Camioneta doble tracción | Combi | Mini bus público;Afirmado | Asfaltado | Trocha carrozable;475;90;1150;2021;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11826;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11826;200;1;1;4885;;Semi-restringido(previo permiso);Previa coordinación con la comunidad campesina de Pacunasa;;Todo el Año;--;"06:00 a.m.
                                -
                                05:00 p.m. --";9;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;4;272.5;30;A pie | Mini bus público | Taxi;Afirmado | Asfaltado | Sendero;1940;680;3120;2021;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11812;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11812;200;1;1;3869;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                05:00 p.m. Tiene mayor caudal durante la ";7;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de aves | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;5;143.3;28;A pie | Mini bus público | Mototaxi | Taxi;Asfaltado | Sendero;260;67;1240;2021;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11779;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11779;200;2;2;3904;;Libre;Todo el dia;;Todo el Año;--;"12:00 a.m.
                                -
                                12:00 p.m. De lunes a domingo";5;Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Actividades Culturales | Cultura y Folclore>Rituales místicos o tradicionales | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);2;75.0;85;Mini bus público | Taxi;Asfaltado;2460;745;2525;2022;1;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11794;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11794;200;2;2;3888;;Libre;Todos los días del año;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. De lunes a viernes";6;Otros>Toma de fotografías y filmaciones | Otros>Actividades Culturales | Otros>Estudios e Investigación | Otros>Otros(Especificar) | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);2;83.5;6;Mini bus público | Taxi;Asfaltado;4850;3550;5975;2022;1;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11802;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11802;200;2;2;3942;"Umayo en quechua significa ""cabeza del río"", y en aimara ""lugar para tomar agua""";Libre;Previa coordinación con la comunidad;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. De preferencia en horas de la ";7;Otros>Toma de fotografías y filmaciones | Otros>Actividades Culturales | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves;2;33.0;50;Automóvil particular | Mini bus público;Asfaltado;34852;21521;;2022;1;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11778;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11778;200;2;2;3869;;Libre;Todos los días del año;;Todo el Año;--;"07:00 a.m.
                                -
                                02:00 p.m. --";4;Cultura y Folclore>Actividades Religiosas o Patronales | Naturaleza>Observación de paisaje | Cultura y Folclore>Rituales místicos o tradicionales | Paseos>Paseos en bicicleta;3;84.6;20;A pie | Mini bus público | Taxi;Afirmado | Asfaltado | Sendero;5450;4090;8150;2022;0;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11810;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11810;200;1;1;3969;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                04:00 p.m. De lunes a domingo";5;Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking;5;165.5;75;Bote | Combi | Mini bus público;Afirmado | Asfaltado;62;79;50;2022;0;2;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11809;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11809;200;2;2;4809;"Del aymara ""Huara"": estrella";Libre;Todo el año;;Todo el Año;--;"07:00 a.m.
                                -
                                04:00 p.m. Coordinar con las autoridades ";4;Cultura y Folclore>Actividades Religiosas o Patronales | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;3;127.0;38;Automóvil particular | Mini bus público;Afirmado | Asfaltado;4500;565;2500;2022;1;1;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12411;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12411;200;2;2;647;;Semi-restringido(previo permiso);Previa coordinación con la Municipalidad de Chaclacayo;;Esporádicamente - Algunos meses;--;"08:00 a.m.
                                -
                                04:00 p.m. De Abril a Noviembre";3;Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Montañismo;4;40.9;72;A pie | Bus público;Asfaltado | Sendero;;;11880;2023;2;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11933;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11933;200;No aplica;;1768;;;;;;;;5;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;;;;;;;;;;;;actividades|cabecera
12583;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12583;200;2;2;;;Libre;;;Todo el Año;--;"06:00 a.m.
                                -
                                05:00 p.m. Teniendo en cuenta la crecient";11;Deportes acuáticos>Pesca deportiva | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Paseos>Paseos en bote | Paseos>Paseos en bicicleta | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);2;300.0;;Bote | Mototaxi;Trocha carrozable;;720;;2022;1;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
11971;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11971;200;1;1;6;;Libre;El ingreso dentro de la cueva tiene que ser con equipos de iluminación y seguridad;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";3;Deportes / Aventura>Pesca de altura | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking;3;5.7;30;A pie | Automóvil particular;Asfaltado | Sendero | Trocha carrozable;720;96;6840;2023;1;1;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13100;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13100;200;No aplica;;3827;;;;;;;;4;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
5726;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=5726;200;2;2;275;"Del vocablo quechua ""Punchau"", lugar consagrado a la divinidad solar que trae el día";Libre;;;Todo el Año;--;"09:00 a.m.
                                -
                                05:00 p.m. --";4;Otros>Toma de fotografías y filmaciones | Paseos>Excursiones | Otros>Actividades Culturales | Otros>Estudios e Investigación;1;25.2;50;Automóvil particular;Asfaltado;;;9720;2023;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
5727;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=5727;200;POR JERARQUIZAR;;238;;Libre;;;Todo el Año;--;"09:00 a.m.
                                -
                                04:00 p.m. --";6;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Otros>Realización de eventos | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Ferias;6;77.6;155;Automóvil particular | Bus público | Mini bus público;Asfaltado;;;4050;2023;2;9;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14431;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14431;200;POR JERARQUIZAR;;1846;;Semi-restringido(previo permiso);"Se recomienda coordinar con el propietario del Bosque Berlín, para el ingreso y guiado; al celular 979405298 con el señor Ricardo Rimarachín Altamirano";;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. Llevar agua, repelente, poncho";6;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking;6;34.69;130;A pie | Camioneta doble tracción;Afirmado | Asfaltado | Camino de Herradura | Trocha carrozable;6;10;;2025;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
5731;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=5731;200;2;2;500;;Libre;;;Esporádicamente - Algunos meses;--;"06:00 a.m.
                                -
                                04:00 p.m. Julio a octubre (Temporada ver";10;Otros>Toma de fotografías y filmaciones | Paseos>Excursiones | Otros>Actividades Sociales | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;1;43.0;20;Automóvil particular;Asfaltado;950;9;;2022;2;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
13849;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=13849;200;1;1;4;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                06:00 p.m. Para mayor información contact";8;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Deportes acuáticos>Pesca deportiva | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas;2;140.32;75;Automóvil particular;Asfaltado;4320;90;17190;2025;0;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12170;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12170;200;2;2;1180;"Proviene del vocablo quechua; tunki = Gallito de las Rocas, y mayo = río";Semi-restringido(previo permiso);Previa coordinación con el Sr. Wilson Sucaticona Larico - cel 989755262;;Todo el Año;--;"06:00 a.m.
                                -
                                04:00 p.m. Se recomienda visitar en los m";8;Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;10;711.5;80;A pie | Camioneta doble tracción | Combi | Mini bus público;Afirmado | Asfaltado | Trocha carrozable;26;3;130;2023;1;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
12119;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12119;200;2;2;3819;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                05:00 p.m. Durante el día";6;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Realización de eventos | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;2;1.6;18;A pie | Taxi;Asfaltado;98010;293732;182307;2019;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14344;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14344;200;POR JERARQUIZAR;;1700;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";5;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de aves | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas;4;125.0;70;Combi | Taxi;Afirmado | Asfaltado;21;25;27;2025;2;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14459;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14459;200;1;1;350;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. --";5;Otros>Toma de fotografías y filmaciones | Paseos>Excursiones | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking;3;23.45;32;A pie | Balsa | Mototaxi;Afirmado | Sendero;;;2520;2026;1;1;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
14589;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=14589;200;No aplica;;3417;;;;;;;;3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias;;;;;;;;;;;;actividades|cabecera
